id,gross_income,length_residence,weekly_rent,weekly_mortgage,freehold_leasehold
20220006272,26387.5,3-4 years,NA,92.3076923076923,freehold
20220006274,38955,10-19 years,NA,NA,freehold
20220006275,18640.36,one year,150,NA,NA
20220006278,19354,less than 1 year,46.15384615384615,NA,NA
20220006281,75994.0406,20-29 years,NA,101.23597857614035,freehold
20220006284,30848.2,5-9 years,NA,95.07692307692308,freehold
20220006286,39000,two years,288.46153846153845,NA,NA
20220006289,27300,3-4 years,200,NA,NA
20220006293,100000,10-19 years,NA,461.53846153846155,freehold
20220006296,39175,two years,152.76923076923077,NA,NA
20220006304,11755,30+ years,NA,NA,freehold
20220006306,57519.8,10-19 years,207.69230769230768,NA,NA
20220006316,31575,10-19 years,NA,137.30769230769232,freehold
20220006317,12373.64,5-9 years,NA,NA,leasehold
20220006321,53886.9782,10-19 years,249.55027224327077,NA,NA
20220006323,16121.5,30+ years,NA,NA,freehold
20220006324,33855,30+ years,NA,NA,freehold
20220006326,30947.8,one year,NA,207.69230769230768,freehold
20220006331,11103.720000000001,3-4 years,103.84615384615384,NA,NA
20220006335,36883.5514,10-19 years,NA,46.15384615384615,leasehold
20220006338,50375.55,5-9 years,160,NA,NA
20220006343,34488.18,one year,400.5408883296546,NA,NA
20220006345,27300,5-9 years,120,NA,NA
20220006346,12777.5,10-19 years,62,NA,NA
20220006351,9501,3-4 years,115.38461538461539,NA,NA
20220006352,76519.84,two years,NA,246.48760001147218,freehold
20220006353,21564,20-29 years,NA,NA,freehold
20220006354,100000,10-19 years,NA,461.53846153846155,freehold
20220006355,13913.75,5-9 years,109,NA,NA
20220006357,90555,20-29 years,137,NA,NA
20220006368,26008.4,less than 1 year,208.15384615384616,NA,NA
20220006371,13472.5,5-9 years,NA,NA,freehold
20220006374,18096,one year,81,NA,NA
20220006378,21380.440000000002,less than 1 year,67.38461538461539,NA,NA
20220006384,61800,20-29 years,110,NA,NA
20220006391,100000,one year,NA,276.9230769230769,freehold
20220006394,40300,10-19 years,196.15384615384616,NA,NA
20220006401,44554.201799999995,10-19 years,NA,NA,freehold
20220006404,100000,10-19 years,NA,39.46153846153846,freehold
20220006405,38047.18000000001,30+ years,57.69230769230769,NA,NA
20220006407,25386.75,30+ years,NA,NA,freehold
20220006409,73679.85,5-9 years,NA,126.92307692307692,freehold
20220006420,41008.880000000005,5-9 years,NA,109.38461538461539,freehold
20220006424,9339,10-19 years,91,NA,NA
20220006425,72721,3-4 years,NA,264.0938571551488,freehold
20220006429,100000,10-19 years,NA,382.2097313460133,freehold
20220006431,16845.28,less than 1 year,92.3076923076923,NA,NA
20220006434,20162.56,two years,101.53846153846153,NA,NA
20220006439,45199.64,5-9 years,112.5,NA,NA
20220006441,17420,10-19 years,92,NA,NA
20220006442,20852,10-19 years,92,NA,NA
20220006445,12360.64,one year,150,NA,NA
20220006446,41418.55,less than 1 year,NA,92.3076923076923,freehold
20220006452,23927.8,10-19 years,138.46153846153845,NA,NA
20220006455,9397.5,3-4 years,64.34601702,NA,NA
20220006456,17160,3-4 years,NA,NA,freehold
20220006459,32887.5,10-19 years,87,NA,NA
20220006461,9209,5-9 years,NA,NA,freehold
20220006463,30498,5-9 years,NA,NA,leasehold
20220006465,63252.5,20-29 years,NA,73.38426841843456,freehold
20220006470,32702.909999999996,less than 1 year,282.6923076923077,NA,NA
20220006477,44460,less than 1 year,92,NA,NA
20220006483,12650,10-19 years,NA,837.287614851117,freehold
20220006487,57500,5-9 years,NA,120,freehold
20220006489,5720,3-4 years,NA,NA,freehold
20220006492,45599.8,5-9 years,NA,122.3076923076923,freehold
20220006493,61675,3-4 years,184.6153846153846,NA,NA
20220006494,14310,20-29 years,123,NA,NA
20220006496,100000,one year,NA,438.46153846153845,freehold
20220006497,20469.8,10-19 years,183.69230769230768,NA,NA
20220006501,37802.25,3-4 years,136.34615384615384,NA,NA
20220006512,83975,10-19 years,NA,115.38461538461539,freehold
20220006514,34402.8,5-9 years,NA,108.46153846153847,freehold
20220006517,23975,20-29 years,NA,NA,freehold
20220006523,16201.279999999999,3-4 years,126.92307692307692,NA,NA
20220006525,20949.64,5-9 years,87.6923076923077,NA,NA
20220006534,25575,20-29 years,NA,NA,freehold
20220006537,53870.85,two years,133.84615384615384,138.46153846153845,freehold
20220006538,57200,3-4 years,173.07692307692307,NA,NA
20220006539,94572.5,20-29 years,NA,0.02307692307692308,freehold
20220006542,62800,5-9 years,461.53846153846155,NA,NA
20220006546,7137,less than 1 year,97,NA,NA
20220006548,9209,30+ years,NA,NA,freehold
20220006552,45102.8,5-9 years,NA,346.15384615384613,freehold
20220006554,11960,3-4 years,NA,NA,freehold
20220006555,18408,3-4 years,81,NA,NA
20220006559,26133.3,10-19 years,NA,114.6923076923077,freehold
20220006563,25368,5-9 years,73,NA,NA
20220006566,43140,30+ years,NA,80.76923076923077,freehold
20220006568,37225,30+ years,138.46153846153845,0.02307692307692308,freehold
20220006571,100000,10-19 years,NA,276.9230769230769,freehold
20220006574,88025,one year,NA,143.07692307692307,freehold
20220006575,11173.08,two years,138.46153846153845,NA,NA
20220006579,18699,30+ years,NA,NA,freehold
20220006580,36277.5,30+ years,NA,NA,freehold
20220006584,16892.72,10-19 years,103.84615384615384,NA,NA
20220006585,11960,less than 1 year,300,NA,NA
20220006594,63794.201799999995,20-29 years,NA,NA,freehold
20220006596,24340,30+ years,NA,NA,freehold
20220006597,26037.5,5-9 years,107.88461538461539,NA,NA
20220006598,59025,5-9 years,NA,114.23076923076923,freehold
20220006603,12000.279999999999,two years,114.23076923076923,NA,NA
20220006606,81418.6655,10-19 years,NA,367.73827047509747,freehold
20220006609,8168,20-29 years,NA,NA,NA
20220006611,40430,10-19 years,37.61538461538461,NA,NA
20220006615,100000,10-19 years,NA,NA,freehold
20220006616,10548.960000000001,5-9 years,77,NA,NA
20220006619,20155,5-9 years,109,NA,NA
20220006622,16588,10-19 years,96,NA,NA
20220006623,20155,20-29 years,NA,NA,NA
20220006625,97600,5-9 years,NA,21.153846153846153,leasehold
20220006627,22220.3,5-9 years,178.84615384615384,NA,NA
20220006635,14119.8,5-9 years,124.61538461538461,NA,NA
20220006643,77575,less than 1 year,NA,253.84615384615384,freehold
20220006645,100000,10-19 years,NA,NA,freehold
20220006646,26305.5,5-9 years,NA,NA,leasehold
20220006649,19152.5,5-9 years,132.69230769230768,NA,NA
20220006650,26352,10-19 years,91,NA,NA
20220006652,20752.75,30+ years,91,NA,NA
20220006655,100000,20-29 years,NA,NA,freehold
20220006657,5126.49,10-19 years,NA,32.30769230769231,freehold
20220006663,68923.6532,30+ years,NA,NA,freehold
20220006664,71464.2541168,10-19 years,NA,115.38461538461539,freehold
20220006667,39631,one year,276.9230769230769,NA,NA
20220006678,69572.4456,10-19 years,NA,459.4280866962517,freehold
20220006683,25795,30+ years,NA,NA,freehold
20220006684,17067.8,10-19 years,80.76923076923077,NA,NA
20220006685,28128.08,less than 1 year,150,NA,NA
20220006686,51116,10-19 years,113,NA,NA
20220006688,28237.5,10-19 years,113.07692307692308,NA,NA
20220006689,10642,3-4 years,NA,NA,freehold
20220006698,37781.25,3-4 years,173.07692307692307,NA,NA
20220006701,9284.2,20-29 years,76,NA,NA
20220006704,56687.8,10-19 years,101,NA,NA
20220006705,52312.5,20-29 years,NA,NA,freehold
20220006707,69212.5,10-19 years,NA,438.08092307198143,freehold
20220006708,48092.64,less than 1 year,NA,189.23076923076923,freehold
20220006710,37967.8,two years,NA,129.23076923076923,freehold
20220006713,59556.5,20-29 years,NA,NA,freehold
20220006717,80495,20-29 years,NA,NA,freehold
20220006722,22343.75,3-4 years,0,NA,NA
20220006724,22228.159999999996,5-9 years,85.61538461538461,NA,NA
20220006729,77627.8,two years,NA,110.88584180664431,freehold
20220006732,15271.415232,5-9 years,NA,NA,leasehold
20220006736,27642.5,two years,NA,NA,freehold
20220006738,58396.8,3-4 years,132.69230769230768,NA,NA
20220006743,30315.8,3-4 years,NA,72.38023101414616,freehold
20220006744,3898.08,20-29 years,117.6923076923077,NA,NA
20220006745,70930.74,10-19 years,NA,184.6153846153846,leasehold
20220006749,25335,5-9 years,92.3076923076923,NA,NA
20220006752,3898.08,5-9 years,150,NA,NA
20220006761,21957.04,10-19 years,110.76923076923077,NA,NA
20220006764,87037.3,10-19 years,NA,NA,freehold
20220006770,82305.6792,less than 1 year,311.53846153846155,NA,NA
20220006773,75600,less than 1 year,NA,253.84615384615384,freehold
20220006774,11890,3-4 years,NA,NA,leasehold
20220006775,91060,less than 1 year,NA,139.3846153846154,freehold
20220006777,25575,10-19 years,94,NA,NA
20220006778,29231,5-9 years,110.76923076923077,NA,NA
20220006783,31212.5,20-29 years,NA,NA,leasehold
20220006788,12710,two years,NA,NA,freehold
20220006790,36115,two years,196.15384615384616,NA,NA
20220006791,80699.8,5-9 years,NA,230.76923076923077,freehold
20220006794,13447.199999999999,30+ years,85,NA,NA
20220006799,15021,3-4 years,NA,68.76923076923077,freehold
20220006804,38955,5-9 years,NA,230.76923076923077,freehold
20220006805,37225,two years,33.32692307692307,0.02307692307692308,NA
20220006809,100000,5-9 years,NA,184.6153846153846,leasehold
20220006811,27795,3-4 years,103.84615384615384,NA,NA
20220006813,26059.8,20-29 years,NA,86.76923076923077,freehold
20220006825,39643.650988,10-19 years,NA,NA,freehold
20220006826,62317.5,one year,438.46153846153845,NA,NA
20220006829,100000,3-4 years,NA,461.53846153846155,freehold
20220006830,13632.48,two years,118.71301775147928,NA,NA
20220006837,32575,two years,NA,163.6153846153846,freehold
20220006838,49500,one year,NA,122.3076923076923,leasehold
20220006840,46052,two years,95.76923076923077,NA,NA
20220006843,43995,30+ years,NA,NA,freehold
20220006848,84632.5,3-4 years,173.07692307692307,NA,NA
20220006850,38175,3-4 years,161.53846153846155,NA,NA
20220006852,66945.07,3-4 years,342.6923076923077,NA,NA
20220006853,53099.8,5-9 years,NA,94.38461538461539,freehold
20220006856,50766.912111,20-29 years,NA,NA,freehold
20220006857,9209,30+ years,NA,NA,freehold
20220006860,18923,20-29 years,NA,NA,freehold
20220006861,14355,30+ years,NA,NA,freehold
20220006862,9209,20-29 years,NA,23.76923076923077,freehold
20220006863,19240,5-9 years,0,NA,NA
20220006866,9209.199999999999,10-19 years,103,NA,NA
20220006872,50812.5,3-4 years,NA,92.3076923076923,freehold
20220006874,45455.8,5-9 years,NA,207.69230769230768,freehold
20220006876,4160,3-4 years,63,NA,NA
20220006880,80361.76000000001,5-9 years,NA,203.07692307692307,freehold
20220006884,16120,5-9 years,NA,80.76923076923077,freehold
20220006886,100000,two years,NA,369.2307692307692,freehold
20220006889,21412,5-9 years,105.76923076923077,NA,NA
20220006892,6895,30+ years,80,NA,NA
20220006893,80840.3,5-9 years,NA,150,freehold
20220006897,13000,30+ years,NA,NA,freehold
20220006900,9209,20-29 years,NA,NA,freehold
20220006903,76281.75,3-4 years,NA,253.84615384615384,leasehold
20220006906,10133,20-29 years,NA,NA,freehold
20220006920,41500,3-4 years,242.30769230769232,NA,NA
20220006923,42959.8,5-9 years,346.15384615384613,NA,NA
20220006925,30535,two years,219.23076923076923,NA,NA
20220006926,18688.771622,3-4 years,NA,276.9230769230769,freehold
20220006929,37466.55,5-9 years,101.53846153846153,NA,NA
20220006940,76449.88,5-9 years,NA,378.5345285890466,freehold
20220006955,93375,20-29 years,NA,211.84615384615384,freehold
20220006959,36475,5-9 years,NA,83.07692307692308,freehold
20220006969,10910,5-9 years,78.84615384615384,NA,NA
20220006971,100000,5-9 years,NA,184.6153846153846,freehold
20220006973,13787.8,10-19 years,146.53846153846155,NA,NA
20220006977,13910,10-19 years,116.5,NA,NA
20220006979,77575,two years,155.76923076923077,NA,NA
20220006982,19760,20-29 years,126,NA,NA
20220006987,21737.5,3-4 years,NA,NA,freehold
20220006990,25062,30+ years,NA,NA,freehold
20220006997,69139.5,10-19 years,NA,NA,freehold
20220006998,37811.8,two years,100,NA,NA
20220007000,60088.5,20-29 years,NA,NA,freehold
20220007004,16120.5,30+ years,NA,NA,freehold
20220007009,62418.75,less than 1 year,NA,608.8727892354815,freehold
20220007013,100000,20-29 years,NA,NA,freehold
20220007014,58374.591232,20-29 years,NA,NA,freehold
20220007016,60151,3-4 years,36.92307692307692,0.02307692307692308,freehold
20220007017,57200,one year,NA,126.92307692307692,freehold
20220007019,25435.8,5-9 years,321.15384615384613,NA,NA
20220007027,33120.880000000005,10-19 years,150,NA,NA
20220007036,13075,one year,NA,42.69230769230769,freehold
20220007039,9209,10-19 years,68,NA,NA
20220007040,40560,5-9 years,NA,36.92307692307692,leasehold
20220007042,55812.3,one year,NA,207.69230769230768,freehold
20220007046,50875,30+ years,NA,NA,freehold
20220007048,24700,30+ years,NA,NA,freehold
20220007049,37972.5,less than 1 year,180,NA,NA
20220007052,13736,10-19 years,98,NA,NA
20220007056,48155,5-9 years,NA,NA,leasehold
20220007059,69323.321336,30+ years,NA,NA,freehold
20220007062,12181.68,3-4 years,75,NA,NA
20220007063,71527.8,5-9 years,NA,170.76923076923077,freehold
20220007064,55537.5,two years,NA,NA,freehold
20220007065,14586,20-29 years,94,NA,NA
20220007067,19800,3-4 years,NA,69.23076923076923,freehold
20220007069,26065,30+ years,NA,NA,freehold
20220007070,36700,one year,276.9230769230769,NA,NA
20220007072,23193.8,10-19 years,115.38461538461539,NA,NA
20220007074,89419.8,10-19 years,NA,205.3846153846154,leasehold
20220007079,36147.8,3-4 years,276.9230769230769,NA,NA
20220007092,22484,two years,72,NA,NA
20220007093,27177.4588,5-9 years,330,NA,NA
20220007099,47844,20-29 years,NA,427.8081715563885,freehold
20220007101,28659.8,10-19 years,123,NA,NA
20220007109,41850,less than 1 year,300,NA,NA
20220007110,19083.840000000004,5-9 years,90.6923076923077,NA,NA
20220007111,61269.946,20-29 years,NA,NA,leasehold
20220007113,17837.5,5-9 years,NA,NA,leasehold
20220007119,44875,two years,288.46153846153845,NA,NA
20220007120,16816.08,5-9 years,72,NA,NA
20220007122,9209,30+ years,136.15384615384616,NA,NA
20220007126,40309.5368,5-9 years,NA,6.923076923076923,freehold
20220007130,48933.5,two years,NA,NA,freehold
20220007134,17847.5,30+ years,NA,NA,freehold
20220007138,25365,less than 1 year,71.53846153846153,NA,NA
20220007139,11515,10-19 years,137.5,NA,NA
20220007140,30837.5,10-19 years,NA,NA,leasehold
20220007141,43167.8,20-29 years,NA,57.69230769230769,freehold
20220007142,27300,5-9 years,NA,50.76923076923077,leasehold
20220007145,11830,20-29 years,32.30769230769231,NA,NA
20220007146,30723.5322,less than 1 year,183.46153846153845,NA,NA
20220007147,72706.25,3-4 years,NA,150,freehold
20220007148,46035,30+ years,NA,NA,freehold
20220007149,78528.443,3-4 years,NA,616.2190000286805,freehold
20220007151,72308,10-19 years,NA,130.6153846153846,freehold
20220007159,12035,less than 1 year,130,NA,NA
20220007164,15990,less than 1 year,67.3076923076923,NA,NA
20220007168,35100,5-9 years,NA,12.884615384615385,leasehold
20220007174,34300,5-9 years,NA,NA,leasehold
20220007179,12347.8,two years,75,NA,NA
20220007180,62418.75,5-9 years,NA,NA,freehold
20220007182,58812.659999999996,10-19 years,NA,92.3076923076923,freehold
20220007186,29640,5-9 years,155.76923076923077,NA,NA
20220007188,22357.75,10-19 years,NA,NA,freehold
20220007198,74312.5,3-4 years,NA,184.6153846153846,freehold
20220007199,100000,10-19 years,NA,NA,freehold
20220007200,100000,two years,NA,405.6923076923077,freehold
20220007203,22381.25,5-9 years,161.53846153846155,NA,NA
20220007204,11050,two years,101,NA,NA
20220007219,31637.3,3-4 years,288.46153846153845,NA,NA
20220007220,59812.5,5-9 years,NA,NA,freehold
20220007231,77655,10-19 years,NA,168.46153846153845,freehold
20220007233,64129.4388,30+ years,NA,NA,freehold
20220007235,51675,5-9 years,NA,NA,freehold
20220007240,30830,5-9 years,NA,59.40080312840426,freehold
20220007243,32575,two years,NA,NA,leasehold
20220007250,34968.6,20-29 years,NA,182.30769230769232,freehold
20220007252,9209.2,30+ years,93.96404,NA,NA
20220007254,11830,20-29 years,92,NA,NA
20220007258,19512.5,5-9 years,NA,NA,freehold
20220007266,18966.679999999997,10-19 years,128.43726329196338,NA,NA
20220007267,100000,20-29 years,NA,253.84615384615384,freehold
20220007270,24037.61,10-19 years,91.61538461538461,NA,NA
20220007274,100000,less than 1 year,461.53846153846155,NA,NA
20220007278,30771,one year,NA,NA,leasehold
20220007279,95525,5-9 years,NA,295.38461538461536,freehold
20220007284,100000,5-9 years,NA,276.9230769230769,freehold
20220007285,36883.5514,10-19 years,NA,92.3076923076923,leasehold
20220007286,9799,30+ years,100,NA,NA
20220007288,7748.36,two years,115.38461538461539,NA,NA
20220007291,61112,3-4 years,92.3076923076923,NA,NA
20220007293,35572.5,3-4 years,161.53846153846155,NA,NA
20220007294,34208,5-9 years,64,NA,NA
20220007295,32442,30+ years,NA,NA,freehold
20220007299,79400,10-19 years,NA,188.30769230769232,freehold
20220007301,26577.6,20-29 years,NA,NA,freehold
20220007302,12075,10-19 years,NA,NA,freehold
20220007307,16893,less than 1 year,219.23076923076923,NA,NA
20220007314,41312.5,one year,41.53846153846154,NA,NA
20220007323,39813.004799999995,10-19 years,NA,276.9230769230769,freehold
20220007324,19555,two years,NA,NA,freehold
20220007325,36583.5514,30+ years,125,NA,NA
20220007326,33176,3-4 years,134,NA,NA
20220007327,12709,20-29 years,88.46153846153847,NA,NA
20220007331,19390,20-29 years,NA,NA,freehold
20220007337,29231,one year,153.46153846153845,NA,NA
20220007345,54806.25,two years,162.69230769230768,NA,NA
20220007346,37571,10-19 years,NA,NA,freehold
20220007347,39970,3-4 years,NA,NA,freehold
20220007357,14056,5-9 years,92.3076923076923,NA,NA
20220007358,16787.8,10-19 years,98.15384615384616,NA,NA
20220007361,97457.15,5-9 years,NA,369.2307692307692,leasehold
20220007364,63302.8,5-9 years,NA,101.53846153846153,freehold
20220007366,68529.2,20-29 years,87.5,NA,NA
20220007368,19277.5,less than 1 year,265.38461538461536,NA,NA
20220007371,24700,two years,0,NA,NA
20220007374,26290.1072,5-9 years,78.46153846153847,NA,NA
20220007381,19559.8,two years,NA,31.846153846153847,leasehold
20220007383,71406.25,3-4 years,201.92307692307693,NA,NA
20220007385,20226.5,30+ years,84.23076923076923,NA,NA
20220007387,23418.75,30+ years,NA,NA,freehold
20220007392,66712.5,20-29 years,NA,NA,freehold
20220007393,9209.2,5-9 years,91,NA,NA
20220007395,49606.25,3-4 years,196.15384615384616,NA,NA
20220007400,38037.658800000005,20-29 years,152,NA,NA
20220007401,16401.25,10-19 years,0,NA,NA
20220007403,26169,10-19 years,NA,NA,leasehold
20220007411,100000,10-19 years,NA,23.076923076923077,freehold
20220007414,3898.08,5-9 years,67,NA,NA
20220007415,11192.5,30+ years,NA,NA,freehold
